dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr
10294228,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10294228,M031086,320030349,Manganese Prospect,36.0881,-114.85223,NA,United States,Nevada,Clark,M,Manganese,,,Surface,,,Occurrence,,,,,,,,,Manganese Occurrence,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 62,1965,P.199.USGS BULL 948-D, 1949, P.98.",,,,,,,,
10289224,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10289224,,320030720,Legion Nos. 1-2,36.42219,-114.24521,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Surface,,,Prospect,,,,,,,,,,,"Winters, Dick",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 40-88, 1988,APPENDIX G, NO. 1, P. 41.",,,,,,,,
10286545,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286545,,60712540,Unnamed Prospect,35.41691,-115.15223,NA,United States,California,San Bernardino,M,Uranium,,,Surface,,,Prospect,,,,,,,,,,,"Gese, Diann D.",,,,,,,"U. S. BUREAU OF MINES OPEN-FILE REPORT MLA 9-84, 1984, P. 10.",,,,,,,,
10286377,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286377,,60711195,Lucy Gray,35.46331,-115.21223,NA,United States,California,San Bernardino,M,Lead,,"Copper, Gold, Silver",Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,"CALIF. DIV. MINES BULLETIN 144, 1948, P. 311.",,,,,,,,
10281486,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281486,,320030801,Volcanic Ash Prospect,36.75858,-114.83083,NA,United States,Nevada,Clark,N,Bentonite,,,Surface,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. BUREAU OF MINES AND GEOL. REPORT 45, P. 7.",,,,,,,,
10281379,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10281379,,320030664,Po' Boy,36.60279,-114.35642,NA,United States,Nevada,Clark,M,Gold,,Silver,Surface,,,Past Producer,,,,,,,,,Pilot Program,,"Ridenour, James",,,,,,,"DMI, 1981, P. 10.",,,,,,,,
10280908,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10280908,,320030396,Sunset Pit and Mill,36.0592,-115.01833,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"DIRECTORY OF ACTIVE NEV MINES OCT. 1975, STATE INSPECTORMINES, P. 9.STATE OF NEVADA.  DIRECTORY OF NEVADA MINE OPERATIONS ACTIVEDURING CALENDAR YEAR 1982, COMPILED BY DIVISION OF MINEINSPECTION, 1983, P. 6.",,,,,,,,
10271402,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271402,,320030745,Barney,35.7956,-114.78612,NA,United States,Nevada,Clark,M,Gold,,,Unknown,,,Occurrence,,,,,,,,,"Fred, Betty, Pebbles, Flintstone Group, Wilma, Bam Bam",,"Causey, J. Douglas",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA-44-88, 1988,TABLE 5, NO. 1, P. 33.",,,,,,,,
10271291,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271291,,320030711,West Ann Road Pit,36.26439,-115.36334,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Plant,,,,,,,,,,,"Ridenour, James",,,,,,,"DIRECTORY OF NEVADA MINE OPERATIONS ACTIVE IN 1985, COMPILEDBY DIVISION OF MINE INSPECTION, 1985, P.12",,,,,,,,
10271238,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271238,,320030814,Bruna Biasi Well,36.75609,-114.15912,NA,United States,Nevada,Clark,,Geothermal,,,Well,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. BUREAU OF MINES AND GEOL. REPORT 45, 1989, P.1 2.",,,,,,,,
10271201,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271201,,320030698,Apprentice Prospect,35.5742,-115.15643,NA,United States,Nevada,Clark,M,Copper,,,Underground,,,Prospect,,,,,,,,,,,"Close, Terry J.",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 11-87, 1987, TABLE 5,NO. 10, P. 21.",,,,,,,,
10271194,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271194,2601860,320030710,Nevada Cobalt Mine & Mill,35.47941,-114.80442,NA,United States,Nevada,Clark,M,Gold,,Silver,Surface,,,Plant,,,,,,,,,,,"Ridenour, James",,,,,,,"DIRECTORY OF NEVADA MINE OPERATIONS ACTIVE IN 1984, COMPILEDBY DIVISION OF MINE INSPECTION, 1985, P.11",,,,,,,,
10271190,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271190,,320030799,Jordan Claims,36.55639,-114.85643,NA,United States,Nevada,Clark,N,"Limestone, General",,,Surface,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. BUREAU OF MINES AND GEOL. REPORT 45, 1989, P. 7.",,,,,,,,
10271186,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271186,,320030782,Two Crows Mine,36.28359,-114.99833,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. DIV. MINE INSPECTION, 1991, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1990, P. 16.",,,,,,,,
10271158,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271158,,320030746,Var Claims,35.7594,-114.83412,NA,United States,Nevada,Clark,M,Gold,,,Surface,,,Prospect,,,,,,,,,,,"Causey, J. Douglas",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 44-88, 1988,TABLE 5, NO. 3, P. 33.",,,,,,,,
10271144,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271144,,320030726,Blue Ridge Nos. 1 and 2,36.2897,-114.24721,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Surface,,,Occurrence,,,,,,,,,Blue Ridge No. 2,,"Winters, Dick",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 40-88, 1988,APPENDIX G, NO. 7, P. 41.",,,,,,,,
10271093,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271093,,320039014,Las Vegas Gypsum Plant,36.24029,-114.85913,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Processing Plant,,,Plant,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. DIV. MINE INSPECTION, 1976, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1975, P. 5.NEV. DIV. MINE INSPECTION, 1993, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1992, P. 3.",,,,,,,,
10271046,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10271046,,320030723,Green Monster,36.35689,-114.25001,NA,United States,Nevada,Clark,M,Copper,,"Zinc, Silver, Lead",Underground,,,Prospect,,,,,,,,,,,"Winters, Dick",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 40-88, 1988,APPENDIX G, NO. 4, P. 41.",,,,,,,,
10270938,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270938,,320030767,Chemstar Pit,35.9472,-115.21754,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. DIV. MINE INSPECTION, 1991, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1990, P. 12.",,,,,,,,
10270875,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270875,,320030806,Muddy River Springs,36.72218,-114.71693,NA,United States,Nevada,Clark,,Geothermal,,,Geothermal,,,Producer,,,,,,,,,,,"Ridenour, James",,,,,,,,,,,,,,,
10270763,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270763,,320030702,Mc Cullough Pass Prospect,35.7356,-115.16943,NA,United States,Nevada,Clark,M,Copper,,,Surface,,,Prospect,,,,,,,,,,,"Close, Terry J.",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 11-87, TABLE 5, NO. 1,P. 19.",,,,,,,,
10270677,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270677,M031080,320030199,St. Louis Mine,35.55751,-114.84582,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Past Producer,,,,,,,,,,,"Causey, J. Douglas",,,,,,,"NEV BUR MINES BULL.62, 1965, P.200.USBM INFORM CIRC.6964, 1937, P.77.U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 46-88, 1988, TABLE 1,NO. 9, P. 22.",,,,,,,,
10270658,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270658,,320030438,Golden Glow & Carnotite Lode,36.54609,-114.50142,NA,United States,Nevada,Clark,M,Uranium,,,Surface,,,Past Producer,,,,,,,,,"Overton Property, Perkin Bros. Claims",,"Ridenour, James",,,,,,,"NEV.BUREAU OF MINES BULL.81,1973 P.22-23.NEV. BUREAU OF MINES AND GEOL. REPORT 45, 1989, P. 6.",,,,,,,,
10270642,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270642,,320030426,Kaolin Wash,36.49169,-114.47442,NA,United States,Nevada,Clark,M,Magnesite,,,Surface,,,Past Producer,,,,,,,,,Overton,,"Ridenour, James",,,,,,,"MINOBRAS,NEV.INDUS.MINERALS,1973,P.10",,,,,,,,
10270625,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270625,,320030320,Mica-Beryl Claims,35.56941,-114.78912,NA,United States,Nevada,Clark,B,Beryllium,,"Copper, Gold, Mica",Surface,,,Prospect,,,,,,,,,"Holzak Claims, White Cloud-Dark Cloud Claims",,"Causey, J. Douglas",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 46-88, 1988, TABLE 1,NO. 6, P. 21.",,,,,,,,
10270618,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270618,,320030458,Locality 21,35.8444,-115.31024,NA,United States,Nevada,Clark,M,Uranium,,,Underground,,,Prospect,,,,,,,,,Sieber Claim,,"Ridenour, James",,,,,,,"NEV.BUREAU OF MINES BULL.81,1973 P.26",,,,,,,,
10270608,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270608,,320030107,Unnamed Mine Shaft,35.8583,-115.49114,NA,United States,Nevada,Clark,M,Zinc,,"Silver, Lead, Copper",Underground,,,Prospect,,,,,,,,,Zinc Occurrence,,"Ridenour, James",,,,,,,GOODSPRINGS 7.5-MIN. TOPO MAP.,,,,,,,,
10270602,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270602,W001563,320030123,Boss Mine,35.8194,-115.57164,NA,United States,Nevada,Clark,M,Copper,,"Platinum, Gold, Silver, Palladium, Lead",Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 81 1973NEV BUR MINES BULL 62 1965 P.111, 187.USGS PROF PAPER 275 1956 P.135.USBM INFORM CIRC 6964 1937 P.44-45.USGS PROF PAPER 162 1931 P 114-118.",,1886,,,,,,
10270597,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270597,M030080,320030213,Duplex Mine,35.45971,-114.92162,NA,United States,Nevada,Clark,M,Gold,,"Molybdenum, Zinc, Silver, Lead, Copper",Underground,,,Past Producer,,,,,,,,,Ixl Mine,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.201USGS BULL 906-D 1938 P.165USBM INFORM CIRC 6964 1937 P. 73.,,,,,,,,
10270556,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270556,M031129,320030104,Snowstorm Mine,35.8753,-115.48584,NA,United States,Nevada,Clark,M,Copper,,,Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BUL 62 1965 P.196USGS PROF PAPER 162 1931 P.110,,,,,,,,
10270531,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270531,,320030051,Unnamed Prospect,36.35969,-114.74053,NA,United States,Nevada,Clark,N,Bentonite,,,Underground,,,Prospect,,,,,,,,,Bentonite Prospect,,"Ridenour, James",,,,,,,"NEV BUR MINE BULL 62 1965 P.203USBM INFO CIRCULAR 6964, P.61",,,,,,,,
10270500,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270500,,320030358,Unnamed Deposit,36.23889,-114.99113,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Surface,,,Occurrence,,,,,,,,,Gypsum Deposit,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 62,1965,P204.",,,,,,,,
10270485,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270485,,320030228,Unnamed Deposit,35.46531,-115.19863,NA,United States,Nevada,Clark,N,Fluorine-Fluorite,,,Surface-Underground,,,Past Producer,,,,,,,,,Fluorspar Prospect,,"Lipton, David A.",,,,,,,NEV BUR MINES BULL 62 1965 P.204USBM INFORM CIRC 6964 1937 P.25,,,,,,,,
10270447,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270447,M031019,320030079,Griffith Mine,36.27109,-115.63665,NA,United States,Nevada,Clark,M,Lead,,Silver,Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 62 1965 P. 144, 178.",,,,,,,,
10270401,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270401,M031119,320030145,Lookout Mine,35.8042,-115.45554,NA,United States,Nevada,Clark,M,Zinc,,"Silver, Lead, Gold, Copper",Underground,,,Past Producer,,,,,,,,,"Annex Mine, Mountain Top Mines",,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.192USGS BULL 1010 1954 P.92-95.USGS PROF PAPER 162 1931 P.149-150.,,1912,,,,,,
10270383,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270383,M031063,320030034,Lookout Prospect,36.2494,-114.21111,NA,United States,Nevada,Clark,M,Gold,,,Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.184,,,,,,,,
10270352,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270352,M031008,320030218,New Era Mines,35.46611,-114.83642,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.201USGS BULL 906-D 1938 P.185,,1922,,,,,,
10270350,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270350,,320030382,Gibson Pit & Mill,36.0208,-115.07363,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV. DIV. MINE INSPECTION, 1975, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1974.NEV. DIV. MINE INSPECTION, 1982, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1982, P. 6.NEV. DIV. MINE INSPECTION, 1991, DIRECTORY OF NEVADA MINEOPERATIONS ACTIVE DURING CALENDAR YEAR 1990, P. 6.",,,,,,,,
10270345,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270345,,320030206,Oakland Group,35.47531,-114.88692,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.201USBM INFORM CIRC 6964 1937 P.78,,,,,,,,
10270327,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270327,,320030072,Tiffany Quarry,36.62888,-114.86693,NA,United States,Nevada,Clark,M,Silica,,,Surface,,,Past Producer,,,,,,,,,Tiffany Minerals Co. Quarry,,"Ridenour, James",,,,,,,"NEV. BUREAU OF MINES BULLETIN 62, 1965, P. 209.NEV. BUREAU OF MINES BULLETIN 55, 1954, PP. 4, 11-12.MINOBRAS, 1973, NEVADA INDUSTRIAL MINERALS, P. 11.NEV. BUREAU OF MINES AND GEOL. REPORT 45, 1989, P. 7.",,,,,,,,
10270321,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270321,M031040,320030223,Big Tiger Prospect,35.47311,-115.18473,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.179.,,,,,,,,
10270317,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270317,M031046,320030345,Prospectors U Claim,35.44251,-115.14113,NA,United States,Nevada,Clark,M,Uranium,,Thorium,Surface,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 62 1965 P180NEV BUR MINES BULL 81,1973 P-36.",,,,,,,,
10270304,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270304,,320030303,Quaker City Mine,35.705,-114.86722,NA,United States,Nevada,Clark,M,Gold,,,Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,NELSON 7.5-MIN. TOPO MAP.,,,,,,,,
10270302,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270302,,320030294,Unnamed Quarry,35.92439,-115.47004,NA,United States,Nevada,Clark,N,Stone,,,Surface,,,Past Producer,,,,,,,,,Gravel Pit,,"Ridenour, James",,,,,,,COTTONWOOD PASS 7.5-MIN. TOPO MAP.,,,,,,,,
10270277,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270277,,320030277,Ninety-Three Group,35.8758,-115.49524,NA,United States,Nevada,Clark,M,Copper,,"Zinc, Lead",Surface-Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,"USGS BULL 540,1914 P262",,,,,,,,
10270263,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270263,,320030297,Unnamed Quarry,35.98219,-115.40584,NA,United States,Nevada,Clark,N,Stone,,,Surface,,,Past Producer,,,,,,,,,Gravel Pit,,"Ridenour, James",,,,,,,COTTONWOOD PASS 7.5-MIN. TOPO MAP.,,,,,,,,
10270253,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270253,,320030146,Mountain Top Mine,35.7994,-115.45254,NA,United States,Nevada,Clark,M,Zinc,,"Silver, Gold, Copper, Lead",Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.192.USGS PROF PAPER 275 1956 P.152USGS BULL 1010 1954 P.92.USGS PROF PAPER 162 1931 P.149-150.,,,,,,,,
10270251,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270251,,320030399,Manske Claim,35.9389,-115.22724,NA,United States,Nevada,Clark,M,Gold,,Silver,Underground,,,Past Producer,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,MSHA.,,,,,,,,
10270248,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270248,M031064,320030025,Lucky Bart Prospect,36.3053,-114.14941,NA,United States,Nevada,Clark,M,Uranium,,,Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 81, 1973, P21NEV BUR MINES BULL 62 1965 P.184",,,,,,,,
10270247,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270247,M031090,320030174,Addison Mine,35.7061,-115.48974,NA,United States,Nevada,Clark,M,Zinc,,Lead,Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.186USGS PROF PAPER 162 1931 P.166,,,,,,,,
10270236,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270236,,320030371,Flamingo Road Pit,36.12359,-115.25644,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"DIRECTORY OF ACTIVE NEV MINES OCT.1975,STATE INSPECTOR MINES",,,,,,,,
10270233,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270233,M031120,320030109,Middlesex Mine,35.8464,-115.48914,NA,United States,Nevada,Clark,M,Lead,,"Zinc, Silver, Copper",Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 62 1965 P.192.USGS PROF PAPER 162 1931 P.137-138.,,,,,,,,
10270218,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270218,,320030422,St. Thomas Gap,36.47079,-114.16331,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Surface,,,Occurrence,,,,,,,,,St.Thomas Gap,,"Ridenour, James",,,,,,,"MINOBRAS,NEV.INDUS.MINERALS,1973,P.9",,,,,,,,
10270205,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270205,,320030400,Treasure Hawk Mine,36.2417,-114.16271,NA,United States,Nevada,Clark,M,Gold,,Silver,Surface-Underground,,,Plant,,,,,,,,,,,"Ridenour, James",,,,,,,"DIRECTORY OF ACTIVE NEV MINE, 1975, P. 10.DIRECTORY OF ACTIVE NEV MINES, MAY 1988, STATE INSPECTORMINES.",,,,,,,,
10270203,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270203,,320030412,Willow Tank,36.46669,-114.47442,NA,United States,Nevada,Clark,N,Montmorillonite,,,Surface,,,Occurrence,,,,,,,,,,,"Ridenour, James",,,,,,,"MINOBRAS,NEV.INDUS.MINERALS,1973,P.8",,,,,,,,
10270200,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270200,,320030434,Horse Springs Group,36.3111,-114.14661,NA,United States,Nevada,Clark,M,Uranium,,,Surface,,,Occurrence,,,,,,,,,"Horse Spring Group 1&2, Green Spot Group",,Western Field Operations Center (WFOC),,,,,,,"NEV.BUREAU OF MINES BULL.81,1973 P.21",,,,,,,,
10270196,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270196,M031043,320030220,Double Standard Mine,35.5486,-115.20083,NA,United States,Nevada,Clark,M,Gold,,"Silver, Lead, Copper",Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL 62 1965, P. 140, 197.USGS PROF PAPER 275 1956 P.128USBM INFORM CIRC 6964 1937 P.23",,1905,,,,,,
10270191,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270191,,320030054,Calico Salt Mine,36.32389,-114.42192,NA,United States,Nevada,Clark,N,Salt,,,Surface-Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"NEV.BUR.MINES BULL.62 1965 P.208NEV BUR MINES BULL 87, 1976, PP.15-16.DEPOSIT IS NOW UNDER WATER OF LAKE MEAD.",,,,,,,,
10270178,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270178,,320030655,Dawn Rena'E Mine,35.51641,-115.12503,NA,United States,Nevada,Clark,M,Gold,,,Surface,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"STATE INSPECTOR OF MINES,DIRECTORY OF NEVADA MINE OPERATIONSACTIVE DURING 1979,NEVADA INDUSTRIAL COMMISSION,APRIL 1980,P. 10",,,,,,,,
10270176,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270176,,320030060,Anniversary Mine,36.21439,-114.70912,NA,United States,Nevada,Clark,N,Boron-Borates,,,Underground,,,Past Producer,,,,,,,,,Callville Wash,,"Ridenour, James",,,,,,,MINOBRAS NEV INDUST MINERALS 1973 P.9NEV.BUR MINES BULL.62 1965 P.203USBM INFORM CIRQ 6964 1937 P.59,,1922,,,,,,
10270159,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270159,,320030329,Oversight Mica Mine,35.45831,-115.14253,NA,United States,Nevada,Clark,N,Mica,,,Surface,,,Past Producer,,,,,,,,,Oversight,,"Ridenour, James",,,,,,,U.S. BUREAU OF MINES FILES (WFOC).,,,,,,1936,,
10270156,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270156,M031136,320030153,Tiffin Mine,35.7761,-115.52664,NA,United States,Nevada,Clark,M,Zinc,,"Uranium, Silver, Lead",Underground,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,NEV BUR MINES BULL 81 1973 P.33NEV BUR MINES BULL 62 1965 P.198USBM WFOC MINERAL PROPERTY FILE 37.147(SEQ.NO.32-003-00152),,1912,,,,,,
10270148,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270148,,320030007,White Star Mine,36.65639,-114.57583,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Surface,,,Past Producer,,,,,,,,,,,"Lipton, David A.",,,,,,,"MINOBRAS, NEV. INDUST. MINERALS, 1973, P. 9.NEV. BUREAU OF MINES BULL. 62, 1965, P. 204.U.S. BUREAU OF MINES IC 6964, 1937, P. 56-57.NEV. BUREAU OF MINES AND GEOL. BULLETIN 103, 1987, P. 7.NEV. BUREAU OF MINES AND GEOL. REPORT 45, 1989, P. 11.",,1919,,,,,,
10270132,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270132,,320030279,Unnamed Mines,36.05219,-115.31644,NA,United States,Nevada,Clark,N,Gypsum-Anhydrite,,,Underground,,,Prospect,,,,,,,,,Quarries,,"Ridenour, James",,,,,,,BLUE DIAMOND SE 7.5-MIN. TOPO MAP.,,,,,,,,
10270083,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270083,,320030397,Bootleg Pit & Mill,35.9808,-114.86003,NA,United States,Nevada,Clark,N,"Sand and Gravel, Construction",,,Surface,,,Past Producer,,,,,,,,,,,"Ridenour, James",,,,,,,"DIRECTORY OF ACTIVE NEV MINES OCT.1975,STATE INSPECTOR MINESNEV INDUS COMM DIR OF ACT NEV MINE OPS, APRIL 1976, P.8",,,,,,,,
10270079,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270079,,320030178,Us Perlite Mfg Co.,35.6889,-115.47304,NA,United States,Nevada,Clark,N,Perlite,,,Surface,,,Prospect,,,,,,,,,"Us Perlite Mfg Co.Chandler Deposit, Chandler ? Deposit",,"Ridenour, James",,,,,,,MINOBRAS NEV INDUST MINERALS 1973 P.10NEV BUR MINES BULL 62 1965 P.208,,,,,,,,
10270039,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270039,,320030285,Occidental Mine,35.7097,-114.85942,NA,United States,Nevada,Clark,M,Gold,,"Silver, Copper",Underground,,,Prospect,,,,,,,,,,,"Ridenour, James",,,,,,,NELSON 7.5-MIN. TOPO MAP.,,,,,,,,
10270026,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10270026,,320030191,Combination Mine,35.685,-114.85002,NA,United States,Nevada,Clark,M,Gold,,"Silver, Zinc, Lead, Copper",Underground,,,Past Producer,,,,,,,,,Nob Hill Area,,"Ridenour, James",,,,,,,"NEV BUR MINES BULL.62, 1965, P.181.",,,,,,,,
